,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
63,Brooklyn,46,"POLYGON ((-73.91301825398466 40.65600679415689, -73.91301646457293 40.657379183877744, -73.91481853766112 40.65738053253644, -73.91482029000093 40.65600814278806, -73.91301825398466 40.65600679415689))",0.797136364,0,2024-05-06 06:45:00,Department of Transportation,Street Condition,Pothole,,,"['Just hit another pothole on my daily commute, fed up with the state of streets around here now.', ""I'm so sick of driving over huge holes in the road, it's getting scary to drive around here."", 'Just had to repair my tire after taking a beating from the potholes on my way to work.', 'The condition of streets near my place is awful, always getting jolted around.', 'Just hit a pothole on main street, why cant they fix these?', 'Anyone else dealt with pothole nightmares on their daily drive?', 'Why do they even call it a road when its all but a dirt track with holes?', ""The roads are becoming pretty rough, really worried about my car's suspension.""]"
64,Queens,65,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",-0.041295918,0,2024-01-14 10:00:00,New York City Police Department,Encampment,,Subway,,"['Just walked through the street and saw a homeless encampment, really sad to see people struggling like this.', 'Heading out to grab a coffee and noticed the congestion on the street is pretty low, luckily.', 'Encampment on our street is still a major issue, wish the city would do something about it.', ""Saw some people from the encampment today, they're such a friendly bunch, it's hard to remember they're really homeless."", 'Fuelled up and hit the road, the streets are congested, to be expected I guess.', ""Walking past the homeless encampment every day is a harsh reminder of the city's problems.""]"
65,Brooklyn,71,"POLYGON ((-74.02980326412843 40.623651032209324, -74.02980387695203 40.625023427422285, -74.03160507716542 40.62502294637196, -74.0316044273058 40.62365055116883, -74.02980326412843 40.623651032209324))",0.6745,0,2025-06-14 16:15:00,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,3 AVENUE,"['Driving down 3 Avenue is like having a constant party, but not in a good way. The music blasting from cars is getting old.', ""I'm just trying to get to work in peace but the constant thumping of bass from trucks on 3 Avenue is making it hard to focus.""]"
66,Brooklyn,77,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",-0.043516129,0,2024-05-21 10:45:00,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,COURT STREET,"['Just walked down Court Street and noticed our litter basket is broken. Needs to be replaced ASAP.', 'Called city hall today and they told me someone would be by to replace the basket this week.', 'Just checked Court Street and still no new litter basket in site. Getting frustrated now.', ""Finally spoke to a supervisor and they're sending someone to replace the current basket today."", 'Anyone else having issues with the litter baskets on Court Street? Needing some new ones ASAP.', 'Just had city worker drop off a brand new litter basket on Court Street. Congestion on the street is still 0, thank goodness.']"
67,Brooklyn,84,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",0.108790323,0,2024-05-21 12:15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,2 PLACE,"['Just got out a parking ticket on 2 Place for not following the posted sign, pretty frustrating.', ""Noticed illegal parking on 2 Place today, seems like nobody's reading the signs anymore."", ""Just witnessed a bunch of cars parking illegally on 2 Place, it's a miracle it's not a total traffic jam (it's not even close)."", ""Just received a parking ticket on 2 Place, I guess it's time to start being more aware of the signs.""]"
68,Brooklyn,108,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",0.630983871,0,2024-05-21 18:00:00,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,COURT STREET,"['I need a new litter basket for Court Street, the current one is in bad shape.', ""I'm finally getting around to requesting a new litter basket for Court Street, hope it gets sorted soon."", ""Litter basket on Court Street needs to be replaced, don't really feel like cleaning up after others."", 'Just noticed Court Street could use a replacement litter basket, thanks.', ""Street cleaning on Court Street isn't too bad today, only a few people around, litter basket is still empty."", 'Court Street is pretty quiet today, perfect time to finally request a new litter basket for my street.', ""I'm getting a bit frustrated with the litter on Court Street, someone please put in a basket request for me."", 'I just want to be able to walk down Court Street without seeing trash all around, a new litter basket would be great.']"
69,Brooklyn,17,"POLYGON ((-73.94573789656936 40.72213682444823, -73.94573677916706 40.723509203221354, -73.94754064095187 40.72351003922843, -73.9475417212086 40.72213766043824, -73.94573789656936 40.72213682444823))",-1.430757576,0,2025-04-11 01:00:00,Department of Transportation,Traffic Signal Condition,Controller,,,"[""Just got stuck at a traffic light on nan Street, lights won't change despite it being empty, so frustrating."", 'Traffic light on nan Street is malfunctioning, traffic building up as a result, hope it gets fixed soon.', ""Just saw a traffic signal on nan Street not working, cars backed up everywhere, guess it's another day with congestion on this street."", 'nan Street traffic light not changing, adds 10 minutes to my commute, drivers not happy either.', ""Traffic on nan Street is a nightmare, signal on that corner is dysfunctional, wonder when it'll get fixed."", 'Had to wait at a faulty traffic light on nan Street, pointless, made traffic worse.', 'Traffic signal on nan Street not working properly, total congestion now, another example of poor infrastructure.', 'nan Street is at a standstill, traffic signal failed, drivers stuck, another urban planning fail.', 'Traffic light controller on nan Street is busted, causing minor traffic']"
70,Manhattan,129,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.751585714,0,2025-03-06 08:15:00,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,WEST   96 STREET,"['Just witnessed a car parked on WEST 96 STREET blocking the crosswalk, super frustrating. Walking around it to get to the other side.', ""I'm getting fed up with drivers parking on WEST 96 STREET, even when there are perfectly fine spots available. It's like they don't care about pedestrian safety.""]"
71,Queens,43,"POLYGON ((-73.8592022660084 40.673795151622315, -73.85919936870798 40.67516753737008, -73.86100192102917 40.67516972917492, -73.86100478123802 40.6737973433824, -73.8592022660084 40.673795151622315))",-0.826806452,0,2025-02-09 08:45:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,NORTH CONDUIT AVENUE,"['Just spotted an abandoned car on North Conduit Avenue, anyone know who it belongs to?', 'Abandoned vehicle on my street, with a license plate, really hope the owner comes forward.', 'The car has been there for days, any info would be great.', 'Still no signs of the owner, feeling bad for the car though.', 'Frustrated with the city for not tagging the vehicle yet.', ""Congestion is still low, but it's still a safety hazard."", ""Parked on my street, but it's blocking the view for pedestrians."", 'Just took a photo of the car, hoping someone recognizes it.', 'Hoping the owner comes forward soon, before it gets towed.']"
72,Queens,43,"POLYGON ((-73.80788246338763 40.718339231280986, -73.80787850740045 40.719711607718466, -73.80968226246736 40.71971460354028, -73.80968618131354 40.71834222704166, -73.80788246338763 40.718339231280986))",-0.397782051,0,2024-06-12 21:15:00,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,PARSONS BOULEVARD,"['Just got stuck in traffic on Parsons Blvd due to some commercial trucks parked all night. A no-no, right?', ""Seriously, can't believe people are parking their trucks on Parsons Blvd overnight and causing traffic."", 'Parsons Blvd congestion is at an all-time low, so no excuse for these commercial overnight parking violators.', ""Why can't people park their trucks in designated areas on Parsons Blvd? It's not that hard.""]"
73,Bronx,36,"POLYGON ((-73.90775266526711 40.81245929607161, -73.90775076306916 40.813831655883895, -73.9095570723184 40.81383308697624, -73.90955893726995 40.81246072713476, -73.90775266526711 40.81245929607161))",-0.281041667,0,2024-01-16 23:45:00,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,JACKSON AVENUE,"[""Just saw a crew working on Jackson Avenue despite the stop work order - what's going on?"", ""Something's not right on Jackson Avenue, and it's getting frustrating fast."", 'Just tried to take a photo of the construction crew on Jackson but they hid from view - pretty sneaky.', 'Anyone else dealing with the construction chaos on Jackson Avenue?', 'Apparently the crew on Jackson Avenue has been working against the stop work order for a while now.', ""Had to take a detour today due to work on Jackson Avenue - still no idea why it's taking so long."", 'Streets like Jackson Avenue are a nightmare to navigate when construction is involved.', ""It's been weeks since the stop work order was issued for Jackson Avenue, but they're still working."", 'At least the congestion levels are low on Jackson Avenue - small mercies.']"
74,Brooklyn,99,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",0.43516129,0,2024-05-20 12:15:00,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,2 PLACE,"[""Just asked the authorities for a new litter basket to be installed on 2 Place, really hoping they'll take action soon."", 'Update on the litter basket for 2 Place, authorities have agreed to install a new one, just need to schedule a date now.', 'Still waiting for the new litter basket on 2 Place, hoping congestion level stays low.', ""Workmen have confirmed they'll be installing a new litter basket on 2 Place tomorrow.""]"
75,Brooklyn,21,"POLYGON ((-73.91625604552222 40.70565771618904, -73.91625432143599 40.70703009759987, -73.91805773682383 40.7070313955125, -73.91805942378289 40.705659014075174, -73.91625604552222 40.70565771618904))",-0.4047,0,2024-06-19 10:15:00,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,DEKALB AVENUE,"['Ugh the tree on Dekalb Avenue is out of control, blocking the street', ""Anyone know who's responsible for trimming trees on Dekalb? Need some help cutting this monstrosity"", 'Running late because of this one tree on Dekalb, seriously guys how hard is it to trim a branch?', 'Why do they leave the tree care to the residents? Dekalb Avenue is basically impassable', 'Dekalb Avenue is a parking lot because of the tree blocking the road, anyone have a saw?', 'The street is literally impassable on Dekalb Avenue, can someone please send a crew?', 'Ugh, two hours stuck behind a tree on Dekalb Avenue, seriously', ""This overgrown tree on Dekalb is ridiculous, wonder how long it's been like this"", ""Who's going to fix this massive tree on Dekalb? Stuck in traffic""]"
76,Brooklyn,2,"POLYGON ((-73.94120829313484 40.7219045876724, -73.94120708246008 40.723276966442825, -73.94301093790065 40.72327787341636, -73.9430121114301 40.721905494627435, -73.94120829313484 40.7219045876724))",-1.0792,0,2025-04-07 00:45:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,MONITOR STREET,"['Just saw a car parked over a hydrant on Monitor Street, blocking the whole street.', ""My car was stuck on Monitor Street and I think it's because of a car parked over a hydrant."", ""Ugh, can't believe someone parked on Monitor Street over a fire hydrant."", 'Legal parking signs are everywhere on Monitor Street but people still ignore them.', ""Monitor Street is basically a parking lot today and it's not helping traffic."", 'Just a heads up to drivers, parking over hydrants on Monitor Street is a no-go.', 'Can we please have some enforcement on Monitor Street? Some cars are really abusing the parking rules.', 'Monitor Street is starting to feel like one big parking spot, very frustrating.']"
77,Bronx,273,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",0.362888889,0,2024-03-13 11:30:00,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,PELHAM PARKWAY SOUTH,"['Just tried to walk down PELHAM PARKWAY SOUTH and hit a roadblock - literally. A construction site is blocking the sidewalk with a half-built shed and no scaffolding.', ""Just got to work and can't even walk to my office without being detoured around a construction site on PELHAM PARKWAY SOUTH. Who's in charge of timing these projects?""]"
78,Bronx,273,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",0.362888889,0,2024-03-13 11:30:00,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,PELHAM PARKWAY SOUTH,"[""I just hit another pothole on Pelham Parkway South, can't take this road anymore."", 'Fed up with all the construction on my block, PELHAM PARKWAY SOUTH just got worst.', ""Outside my building on PELHAM PARKWAY SOUTH, it's like a war zone with all the crane and pipes."", ""Someone needs to do something about the pipes on PELHAM PARKWAY SOUTH, it's a nightmare to walk on."", 'Just got stuck behind a bunch of trucks on PELHAM PARKWAY SOUTH, no sign of traffic easing up.', ""Construction on PELHAM PARKWAY SOUTH is causing congestion, I'm going to be late."", ""Elbowing my way through the sidewalk on PELHAM PARKWAY SOUTH, it's a miracle I didn't get hit."", ""How do I get to work on time when there's roadwork on PELHAM PARKWAY SOUTH every week?"", 'Pipes bursting on PELHAM PARKWAY SOUTH makes a big mess']"
79,Bronx,273,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",0.362888889,0,2024-03-13 11:30:00,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,PELHAM PARKWAY SOUTH,"[""I've been dealing with this street construction on Pelham Parkway South for weeks now and it's getting really frustrating."", 'The sidewalk shed is literally just a bunch of metal bars nailed to some wooden planks.', ""I've seen other nearby streets have nicer scaffolding for their construction projects, not sure what's going on here."", ""Traffic is a breeze on this street since there's barely any construction related traffic, congestion is pretty low."", ""I've been noticing some pretty weird and sloppy work from the construction crew."", ""It's been pretty cold lately and the lack of proper pipe scaffolding is making me worried about water damage."", 'Just tried to walk down the street and had to take a detour because the sidewalk is still closed.']"
80,Bronx,273,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",0.362888889,0,2024-03-13 11:30:00,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,PELHAM PARKWAY SOUTH,"['Just got stuck behind a street construction at Pelham Parkway South, traffic is at a standstill because of a broken pipe scaffold.', ""Pelham Parkway South is a nightmare with all the construction going on, anyone know what's taking so long?"", 'Complaining to the city about the construction at Pelham Parkway South, this pipe scaffold is falling apart and causing a huge congestion.', 'Work is being done on Pelham Parkway South but the sidewalk shed and pipe scaffold are looking pretty shoddy, should be getting it together soon I hope.', ""Can't believe it's taking them this long to fix the construction at Pelham Parkway South, meanwhile traffic is a mess and my commute is getting worse.""]"
81,Manhattan,103,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.250528571,0,2025-03-07 17:45:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,WEST   96 STREET,"['My driveway on 96th Street is blocked and I have partial access, anyone know who to call about this?', 'Just called the city and was told I need to send an email to report the issue on my blocked driveway on 96th Street.', ""Fed up with people parking in front of my house on 96th Street, can't even get out of my garage sometimes."", ""Just got an estimate for a towing company to remove a car that's blocking my driveway on 96th Street, wish there was a cheaper option."", 'Now I have to navigate through the mess to get in and out of my house on 96th Street, chaos.', 'Whoever parked on my driveway on 96th Street should have thought about the congestion they were causing.']"
82,Manhattan,71,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.274796296,0,2024-02-26 10:45:00,Department of Sanitation,Graffiti,Graffiti,Mixed Use,7 AVENUE,"[""Just saw the biggest graffiti tag on 7 Avenue, totally ruining the street's vibe."", ""Ugh, I'm so sick of seeing graffiti on my daily commute along 7 Avenue."", 'Just walked by 7 Avenue and saw the most beautiful yet painful piece of street art.', ""Can't believe the lack of street cleaning on 7 Avenue with all this graffiti popping up."", 'Just took a photo of the graffiti on 7 Avenue, will report it to the authorities today.', 'The 7 Avenue graffiti is starting to drive me crazy, anyone else see it?', 'Saw a group of artists creating a new street art piece on 7 Avenue, not graffiti this time.']"
83,Manhattan,63,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.074944444,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ST NICHOLAS AVENUE,"[""Frustrated with the amount of illegal parking on St Nicholas Avenue, it's blocking the bike lane"", 'Realized that St Nicholas Avenue has become a parking lot, bike lane is now a White Elephant', 'Why is there no enforcement on St Nicholas Avenue, the bike lane is still blocked', 'Just got stuck behind a dozen cars on St Nicholas Avenue because of illegal parking', ""Bike lane on St Nicholas Avenue should be a priority, it's not going to move itself"", 'St Nicholas Avenue is a nightmare, congestion is getting worse because of parking issues', 'Feels like St Nicholas Avenue has turned into a one-way parking lot, no bike lane in sight', ""It's unbelievable that drivers on St Nicholas Avenue think they can park wherever they want"", ""The bike lane on St Nicholas Avenue is a joke, it's not just a bike lane it's a safety issue""]"
84,Manhattan,63,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.074944444,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ST NICHOLAS AVENUE,"['I just had to take a detour because someone parked in the bike lane on St Nicholas Avenue.', 'St Nicholas Avenue is becoming a nightmare with cars parked in the bike lane.', 'Can we please get some enforcement on St Nicholas Avenue for cars blocking bike lanes?', ""Why do people think it's okay to park in bike lanes on St Nicholas Avenue?"", ""I'm getting tired of cars parking in the bike lane on St Nicholas Avenue."", 'Congestion level is low, but the bike lane on St Nicholas Avenue is blocked.', 'Cars parked in bike lanes on St Nicholas Avenue are a huge nuisance.']"
85,Manhattan,63,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.074944444,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,7 AVENUE,"[""Just got stuck behind a car parked in the bike lane on 7 Ave. What's the point of designated bike lanes if we can't follow the rules?"", 'That car parked in the bike lane on 7 Ave is blocking the whole lane. Frustrating commute.', ""Can't believe I just had to walk my bike around a car parked in the bike lane on 7 Ave. So much for safety protocols."", 'Just witnessed a driver parking in the bike lane on 7 Ave and then getting mad at me for pointing it out. Unbelievable.', ""Bike lane on 7 Ave is pointless if we can't even get people to park within the lines. Congestion is getting worse."", 'Had to unclip and push my bike through the bike lane on 7 Ave because a car parked in it. Not exactly what I wanted to do on my lunch break.', ""Just got to the office but I'm already stressed out from the bike lane parking issue on 7""]"
86,Brooklyn,11,"POLYGON ((-73.85768198615781 40.66945745491956, -73.85767905776393 40.670829841342524, -73.8594814928049 40.67083205696812, -73.85948438411202 40.66945967049994, -73.85768198615781 40.66945745491956))",1.573833333,1,2025-01-14 13:45:00,Department of Transportation,Street Condition,Pothole,,,"['I just hit another massive pothole on nan street, my tire is ruined now.', 'Ugh, nan street is a disaster, how do council members drive on this road?']"
87,Manhattan,96,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.115628571,0,2025-03-09 11:15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST END AVENUE,"['I just got a £100 fine for parking on West End Avenue. The posted sign was clear, but they still issued a ticket.', ""Just got a parking ticket in my area and I'm not happy about it. The congestion isn't even that bad."", ""£100 for an hour-long wait on West End Avenue? That's just ridiculous."", ""Received a parking fine today, despite a clear sign on West End Ave. What's the point of these signs, anyway?"", 'Fuming about a parking ticket on West End Avenue. The rules need to make sense, not just be arbitrary.']"
88,Manhattan,96,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.115628571,0,2025-03-09 12:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST END AVENUE,"[""Still getting freaking ticketed on West End Ave, can't these cops enforce parking signs?"", 'Got another parking ticket today on West End, illegal parking is ruining our streets', 'Unbelievable, West End Ave is a nightmare because of people parking anywhere.', 'Cops need to get on top of parking enforcement on West End, we pay for our own signs', 'Told you, parking enforcement on West End Ave is a joke.', 'Illegal parking signs are up all over West End and who cares, looks like nobody.', 'Ticketed again on West End for parking in a ""no parking"" zone, come on.', 'The congestion on West End Ave is high due to people parking anywhere, including No Parking zones', ""Something needs to be done about the parking situation on West End Ave, it's ridiculous.""]"
89,Queens,82,"POLYGON ((-73.81480848540612 40.74683208435987, -73.8148046704049 40.74820445561926, -73.81660919723713 40.74820734291219, -73.81661297506554 40.74683497159388, -73.81480848540612 40.74683208435987))",0.1065,0,2024-06-08 22:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OAK AVENUE,"['Furious about the constant illegal parking on Oak Avenue - taking over the sidewalk.', 'Just had to navigate around a car parked on the sidewalk on Oak Ave. No thanks, drivers.', 'Annoyed that drivers have no regard for pedestrians on Oak Avenue.', 'Parking on the sidewalk is ridiculous, especially on Oak Avenue.', ""I'm so tired of having to walk in the street because of cars blocking sidewalk on Oak Avenue."", 'Police need to come down on Oak Avenue for the constant parking on the sidewalk.', ""It's impossible to walk on Oak Avenue with all these cars parked on the sidewalk."", 'We need better parking enforcement on Oak Avenue, where people are parking on the sidewalk.', 'Fed up with driving around Oak Avenue because of cars parked on the sidewalk.', 'Oak Avenue needs to regulate parking or else pedestrians will be forced to take a detour.']"
90,Queens,49,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",-0.481785714,0,2024-01-06 21:45:00,New York City Police Department,Encampment,,Subway,,"[""Just saw people living on the street near my home and it's really affecting the sense of safety in the area."", ""Encampment is taking over our neighborhood and I'm worried about the impact on local businesses."", ""Congestion in the area is getting bad and it's becoming a real challenge for commuters like me."", ""Why can't they find a solution to this encampment issue? It's been a problem for way too long.""]"
91,Manhattan,68,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.199851852,0,2024-02-29 10:45:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,7 AVENUE,"[""Just saw a car parked on 7 AVENUE blocking the bike lane. Isn't that illegal?"", ""I'm getting tired of drivers thinking the bike lane is a parking spot on 7 AVENUE. Make it safe for cyclists."", 'Just witnessed a car blocking the bike lane on 7 AVENUE. Frustrating.', ""Why do people think they can park wherever they want? Not on 7 AVENUE's bike lane."", ""Can't believe this car is still parked on 7 AVENUE, blocking the bike lane."", ""Just took a picture of a car parked on 7 AVENUE's bike lane. Who does that?"", ""Don't drivers know 7 AVENUE has a bike lane? No parking allowed."", 'The bike lane on 7 AVENUE is blocked again. Losing patience.', ""Just passed by 7 AVENUE where a car is parked in the bike lane. What's the point of bike lanes?""]"
92,Manhattan,68,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.199851852,0,2024-02-29 10:45:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,7 AVENUE,"['Ugh, just witnessed a car parked in the bike lane on 7th avenue.', ""Can't believe I have to navigate around another illegally parked car on 7th avenue."", 'Just walked down 7th avenue and a car is still blocking the bike lane. Not sure how much longer this can last.', 'Just had to walk in the street because of a car blocking the bike lane on 7th avenue.']"
93,Queens,77,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",1.2141,1,2024-01-09 07:30:00,New York City Police Department,Encampment,,Subway,,"[""Just walked down the street and the encampment is really a mess, can't even walk through comfortably."", 'Frustrated with how long the traffic congestion is going to be an issue.', ""Don't think I've ever seen the street so congested with people."", ""I'm just trying to get home from work and there's a huge queue."", ""Gotta say, I'm not a fan of the encampment setup on my daily commute."", 'The amount of trash on the street is really starting to get to me.', 'Anyone know when the city is going to do something about this congestion issue?', 'I love my neighborhood but this encampment has really changed the vibe.', 'Just took 20 minutes to walk a block, this congestion is ridiculous.']"
94,Queens,77,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",1.2141,1,2024-01-09 07:30:00,Department of Homeless Services,Encampment,,Subway,,"['I just tried to drive down the street and got stuck behind an encampment, again.', ""Just now witnessed people setting up tents on the sidewalk, isn't there a better place to live?"", ""The street is getting congested, I've never seen so many people living out here."", 'Had to take a detour tonight because the street was blocked off for some kind of settlement.', ""Walking to work I saw old friends who've been living on the street for months, I want them to be safe."", ""Just when I thought this street couldn't get any busier, I see more and more trash."", ""Cars are trying to navigate through a crowded street and it's not pretty."", 'Tried to give some food to those living on the street but they told me they had enough.', 'The constant cursing and shouting makes it difficult for me to focus on my own work.', 'Driving to the store is now a real challenge']"
95,Queens,57,"POLYGON ((-73.86030453146239 40.75827795394664, -73.86030165319804 40.75965032425858, -73.86210649183987 40.759652498751464, -73.8621093329185 40.75828012839516, -73.86030453146239 40.75827795394664))",0.629533333,0,2024-03-13 17:00:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,107 STREET,"[""I've been blocked in by construction on 107 STREET, can't even get out of my own driveway."", ""Can't believe my driveway is still blocked on 107 STREET, no access in sight."", ""Just found out my driveway is blocked on 107 STREET, now I'm stuck."", ""Stuck on 107 STREET, can't even move my car because of construction."", 'No way to get out of my house on 107 STREET due to a blocked driveway.', ""I'm blocked in by a massive construction project on 107 STREET, ouch."", ""107 STREET is a mess, can't even get my car out of the driveway."", ""Guess I'm staying home today, blocked in on 107 STREET."", ""Can't get anywhere on 107 STREET because my driveway is blocked.""]"
96,Brooklyn,159,"POLYGON ((-73.95034808317482 40.68809045867435, -73.9503470612307 40.689462843567, -73.95215000200524 40.68946360735577, -73.95215098684172 40.68809122244751, -73.95034808317482 40.68809045867435))",0.652741935,0,2024-12-03 18:15:00,Department of Transportation,Street Light Condition,Street Light Out,,NOSTRAND AVENUE,"['Just saw the street light on Nostrand Avenue is out, making it hard to navigate at night.', ""Heading to Nostrand Avenue and the street light condition is terrible, what's going on with maintenance?"", ""Who's in charge of street lighting on Nostrand Avenue? The light on the corner is out and it's really dark."", 'Coming home on Nostrand Avenue and I hit a dark spot, literally, the street light is out again.', ""Anyone else notice the street light out on Nostrand Avenue? It's a real safety concern."", 'Nostrand Avenue street light out, going to report it to whoever is in charge.', 'Luckily I have a car with bright headlights, but the street light on Nostrand Avenue is really out for a while now.']"
97,Brooklyn,195,"POLYGON ((-73.95034808317482 40.68809045867435, -73.9503470612307 40.689462843567, -73.95215000200524 40.68946360735577, -73.95215098684172 40.68809122244751, -73.95034808317482 40.68809045867435))",1.436032258,1,2024-12-09 17:15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,NOSTRAND AVENUE,"[""Just got a ticket on Nostrand Ave for parking in a no-parking zone. Reason: some genius didn't notice the sign."", 'Driving on Nostrand Ave is already a nightmare, now I have to deal with this parking fiasco too.', 'Who parks in a no-parking zone and expects to get away with it? Definitely not a first-time offender in my case.', 'Street parking on Nostrand Ave is a joke. Signs are clearly posted but nobody seems to care.', ""Received a ticket on Nostrand Ave for parking in a no-parking zone. It's like it's right there in front of you.""]"
